Data Details,,,,,,,,,Levels of Location Strata,Levels of Business Sector Strata,ISIC Rev. 3.1 (http://unstats.un.org/unsd/cr/registry/regcst.asp?Cl=17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,Construction,,,,,"Wholesale and retail trade; repair of motor vehicles, motocyles and personal and household goods",,,,,,Hotels and restaurants,,,"Transport, storage and communications",,"Professional, scientific and technical activities",,,,,,,Others,,Additional
Guyana,2010,2009,2007,1,3/2011 - 7/2011,Global,LAC,165,Entire Country (165),"Manufacturing (72), Services (93)",25,0,0,0,4,2,11,1,10,0,5,0,1,1,1,1,0,1,2,1,1,3,1,0,0,11,0,4,14,29,1,1,2,10,6,12,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Haiti,2019,2018,2016,1,10/2019 - 10/2019,Not Global,LAC,149,Port-Au-Prince (149),"Manufacturing (31), Services (118)",6,0,0,0,1,1,0,0,14,0,0,0,0,2,0,1,1,1,0,2,0,2,0,0,0,6,0,7,7,39,1,0,0,2,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Honduras,2006,2005,2002,3,,Global,LAC,436,"Resto del pais (158), San Pedro Sula (104), Tegucigalpa (174)","Chemicals & Chemical Products (22), Food (83), Garments (25), Non-Metallic Mineral Products (21), Rest of Universe (219), Retail (66)",121,0,0,22,34,1,35,0,5,0,32,0,11,28,4,21,0,2,3,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Honduras,2010,2009,2007,3,7/2010 - 5/2011,Global,LAC,360,"Rest of the country (61), San Pedro Sula (113), Tegucigalpa (186)","Manufacturing (190), Other Services (108), Retail (62)",55,0,3,10,11,3,19,6,11,2,15,0,3,13,5,15,2,3,4,2,0,7,1,0,0,6,0,25,39,62,7,1,1,6,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,2016,2015,2013,2,7/2016 - 9/2017,Global,LAC,332,"Rest Of The Country (171), Tegucigalpa (161)","Manufacturing (92), Other Services (135), Retail (105)",19,0,1,3,4,3,4,2,13,0,10,0,2,0,0,9,0,2,9,0,0,11,0,0,0,14,0,29,50,105,5,0,1,8,7,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Hong Kong SAR, China",2023,2022/2023,2020/2021,1,04/2023 - 10/2023,Global,EAP,598,Hong Kong SAR China (598),"Hotels (30), Manufacturing (92), Other Services (213), Professional Activities (103), Wholesale, Including of Motor Vehicles (160)",33,0,1,4,6,0,0,2,14,0,1,4,1,1,2,3,2,3,2,0,3,0,4,6,7,3,15,3,158,74,1,1,1,3,1,30,95,0,1,5,39,9,24,1,12,14,4,2,3,0
Hungary,2002,2001,1998/1999,1,,Not Global,,168,Hungary (168),"Manufacturing (46), Services (122)",13,0,0,1,6,1,1,0,3,0,1,0,4,1,1,5,1,2,3,2,0,1,0,0,0,30,0,15,25,19,7,0,0,4,1,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2005,2004,2002,3,,Not Global,,449,"Budapest Central (152), East Hungary (157), West Hungary (140)","Manufacturing (296), Services (153)",50,0,0,5,38,2,1,2,5,0,1,0,5,4,5,104,0,2,66,3,0,2,1,0,0,38,0,12,36,26,13,0,0,5,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2009,2007,2004,2,8/2008 - 2/2009,Global,ECA,291,"Budapest Central (127), West (164)","Manufacturing (116), Other Services (114), Retail (61)",23,0,0,5,1,2,6,8,5,0,8,0,4,7,5,22,2,8,6,2,0,1,1,0,0,25,0,20,30,61,14,1,1,2,2,7,0,11,0,0,0,0,0,0,0,0,0,0,0,1
Hungary,2013,2011,2009,3,2/2013 - 8/2013,Global,ECA,310,"Central Hungary (136), East Hungary (89), West Hungary (85)","Manufacturing (98), Other Services (104), Retail (108)",20,0,0,3,3,1,5,1,3,1,5,0,6,7,6,14,3,5,8,2,0,3,1,1,0,19,0,17,30,108,11,1,0,3,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,1
Hungary,2019,2018,2016,7,12/2018 - 03/2020,Global,ECA,805,"Central Hungary (110), Central Transdanubia (122), Northern Great Plain (117), Northern Hungary (92), Southern Great Plain (111), Southern Transdanubia (140), Western Transdanubia (113)","Fabricated Metal Products (134), Food (112), Machinery & Equipment (96), Other Manufacturing (139), Other Services (186), Retail (138)",112,0,1,9,10,6,11,7,10,0,8,0,21,6,4,134,3,13,96,14,3,7,5,1,0,48,0,32,42,138,24,0,0,2,0,29,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,2023,2022/2023,2020/2021,8,04/2023 - 01/2024,Global,ECA,831,"Budapest (107), Central Transdanubia (122), Northern Great Plain (97), Northern Hungary (97), Pest (108), Southern Great Plain (104), Southern Transdanubia (98), Western Transdanubia (98)","Construction (149), Fabricated Metal Products (94), Food (101), Other Manufacturing (207), Other Services (178), Retail (102)",101,15,0,5,6,5,4,4,5,0,4,2,17,12,23,94,12,10,48,13,3,4,11,4,71,26,52,23,54,102,12,1,0,18,3,7,20,4,1,9,9,4,6,0,0,3,0,0,4,0
Iceland,2024,2023/2024,2021/2022,3,05/2024-12/2024,Global,ECA,361,"Neighboring municipalities (110), Rest of country (93), Reykjav°k (158)","Manufacturing (65), Other Services (262), Retail (34)",26,0,0,2,0,0,1,0,5,0,1,2,1,4,2,9,1,1,5,0,0,0,3,2,32,3,42,9,33,34,8,1,1,8,0,9,15,1,3,22,12,4,16,0,6,29,1,5,2,0
India,2006,2004-2006,,1,4/2006 - 7/2006,Not Global,,4234,India (4234),"Manufacturing (2285), Services (1949)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4234
India,2014,2012/2013,2010/2011,23,6/2013 - 12/2014,Global,SAR,9281,"Andhra Pradesh (570), Arunachal Pradesh, Nagaland, Manipur, Tripura, And Meghalaya (214), Assam (337), Bihar (318), Chhattisgarh (294), Delhi (527), Goa (118), Gujarat (477), Haryana (421), Himachal Pradesh (223), Jammu & Kashmir (229), Jharkhand (253), Karnataka (600), Kerala (447), Madhya Pradesh (477), Maharashtra (636), Orissa (315), Punjab (441), Rajasthan (474), Tamil Nadu (535), Uttar Pradesh (525), Uttaranchal (301), West Bengal (549)","Basic Metals & Metal Products (674), Chemicals & Chemical Products (568), Construction (242), Electronics & Communications Equip. (578), Fabricated Metal Products (582), Food (542), Hotels & Restaurants (353), IT & IT Services (247), Machinery & Equipment (720), Motor Vehicles (550), Non-Metallic Mineral Products (547), Other Manufacturing (1134), Retail (352), Rubber & Plastics Products (704), Services of Motor Vehicles (355), Textiles (564), Transport, Storage, & Communications (391), Wholesale (178)",542,0,109,564,247,101,144,175,147,35,568,0,704,547,674,582,27,551,720,550,23,92,59,2,0,242,0,355,178,352,8,1,0,222,160,353,0,247,0,0,0,0,0,0,0,0,0,0,0,0
India,2022,2020/2021 - 2021/2022,2018/2019 - 2019/2020,24,12/2021-09/2022,Global,SAR,9376,"Andhra Pradesh (398), Arunachal Pradesh, Nagaland, Manipur, Tripura, & Meghalaya (234), Assam (353), Bihar (233), Chhattisgarh (237), Delhi (369), Goa (249), Gujarat (453), Haryana (358), Himachal Pradesh (235), Jammu & Kashmir (union territory) (257), Jharkhand  (237), Karnataka (485), Kerala (378), Madhya Pradesh (426), Maharashtra (942), Odisha (361), Punjab (382), Rajasthan (369), Tamil Nadu (563), Telangana (416), Uttar Pradesh (537), Uttarakhand (246), West Bengal (658)","Basic Metals (452), Chemicals & Chemical Products (377), Construction (319), Fabricated Metal Products (545), Food (521), Garments (595), Hotels (374), IT & IT Services (238), Machinery & Equipment (425), Motor Vehicles (330), Non-Metallic Mineral Products (489), Other Manufacturing (1204), Other Services (741), Restaurants (628), Retail (1141), Textiles (479), Wholesale (518)",521,27,27,479,595,57,54,109,44,19,377,104,264,489,452,545,46,180,425,330,33,67,171,2,319,50,23,384,518,1141,4,2,3,65,26,374,628,43,34,238,0,0,0,0,0,0,0,50,57,0
Indonesia,2009,2008,2006,9,8/2009 - 1/2010,Global,EAP,1444,"Bali (74), Banten (128), DKI Jakarta (161), Jawa Barat (295), Jawa Tengah (270), Jawa Timur (283), Lampung (66), Sulawesi Selatan (86), Sumatera Utara (81)","Chemicals & Chemical Products (139), Food (184), Garments (144), Non-Metallic Mineral Products (200), Other Manufacturing (180), Other Services (144), Retail (113), Rubber & Plastics Products (138), Textiles (202)",181,0,2,202,144,14,48,5,12,0,138,0,138,200,13,21,0,7,9,6,6,31,6,0,0,30,0,26,40,112,8,0,0,18,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,8
Indonesia,2015,2013/2014/2015,2011/2012/2013,9,04/2015 - 11/2015,Global,EAP,1320,"Bali (97), Banten (149), Dki Jakarta (175), Jawa Barat (201), Jawa Tengah (191), Jawa Timur (218), Lampung (96), Sulawesi Selatan (95), Sumatera Utara (98)","Chemicals & Chemical Products (93), Food (172), Garments (167), Non-Metallic Mineral Products (155), Other Manufacturing (246), Other Services (133), Retail (118), Rubber & Plastics Products (127), Textiles (109)",172,0,4,109,167,52,22,5,17,1,93,0,127,155,34,33,0,7,11,3,4,35,18,0,0,35,0,22,23,118,8,0,1,4,4,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,2023,2021/2022,2019/2020,22,12/2022 - 09/2023,Global,EAP,2955,"Aceh (117), Bali (131), Banten (145), Central Java (141), East Java (140), East Kalimantan, North Kalimantan (73), East Nusa Tenggara (122), Lampung (121), Maluku Islands (MalukuˇandˇNorth Maluku) (136), North Sumatra (135), Papua (119), Riau (125), South Kalimantan, Central Kalimantan (125), South Sumatra, Bengkulu,ˇJambi (142), Special Capital Region of Jakarta (172), Special Region of Yogyakarta (122), Sulawesi (134), TheˇBangka Belitung Islands,ˇtheˇRiau Islands (147), West Java (231), West Kalimantan (132), West Nusa Tenggara (124), West Sumatra (121)","Chemicals & Chemical Products (97), Construction (142), Fabricated Metal Products (118), Food (168), Garments (148), Hotels (155), Leather Products (98), Machinery & Equipment (67), Motor Vehicles (72), Non-Metallic Mineral Products (127), Other Manufacturing (257), Other Services (259), Professional Activities (99), Publishing, Telecommunications & IT (75), Restaurants (216), Retail (488), Rubber & Plastics Products (125), Textiles (108), Transport (136)",168,19,2,108,148,98,41,6,31,14,97,13,125,127,21,118,9,5,67,72,14,38,35,9,48,51,43,97,113,488,59,2,7,49,19,155,216,21,46,8,27,17,4,0,7,44,0,16,33,0
Iraq,2011,2010,2008,10,3/2011 - 10/2011,Global,MNA,756,"Al-Najaf (45), Arbil (68), Babil (76), Baghdad (153), Basrah (51), Kerbela (45), Kirkuk (76), Nineveh (91), Suleimaniyah (116), Thi-Qar (35)","Chemicals, Plastics & Rubber (61), Food (165), Non-Metallic Mineral Products (138), Other Manufacturing (111), Other Services (198), Wholesale & Retail (83)",165,0,0,4,3,3,8,4,6,5,34,0,27,138,4,35,0,7,6,1,0,22,3,0,0,43,0,35,41,42,1,0,0,24,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,2022,2020/2021 - 2021/2022,2018/2019 - 2019/2020,10,12/2021-08/2022,Global,MNA,1019,"Babylon (69), Baghdad (207), Basrah (135), Dhi Qar (8), Erbil (83), Karbala (130), Kirkuk (57), Najaf (98), Ninewa (128), Sulaymaniyah (104)","Chemicals, Plastics & Rubber (68), Food (113), Non-Metallic Mineral Products (50), Other Manufacturing (144), Other Services (506), Wholesale & Retail (138)",113,0,1,5,5,1,5,9,16,2,22,0,46,50,5,27,0,5,7,2,0,52,2,0,0,182,0,27,47,91,3,0,0,42,22,218,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,2005,2004,2002,1,6/2005 - 10/2005,Not Global,,501,Ireland (501),"Manufacturing (175), Services (326)",19,0,0,2,2,0,1,1,34,0,12,0,2,9,2,14,4,5,24,3,1,31,2,7,0,45,0,12,20,66,20,0,0,15,6,40,0,19,0,0,0,0,0,0,0,0,0,0,0,83
Ireland,2020,2019,2017,3,1/2020 - 03/2021,Global,ECA,606,"Eastern & Midlands (231), Northern & Western (150), Southern (225)","Food (43), IT & IT Services (45), Other Manufacturing (135), Other Services (246), Retail (137)",43,0,0,4,0,0,3,4,21,0,10,0,7,11,4,20,0,10,13,0,1,21,6,0,0,39,0,44,44,137,27,1,0,4,2,85,0,45,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,2024,2022/2023/2024,2020/2021/2022,3,03/2024-12/2024,Global,ECA,609,"Eastern and Midland (274), Northern and Western (128), Southern (207)","Food (36), Other Manufacturing (94), Other Services (235), Professional Activities (86), Retail (158)",36,3,0,3,0,0,3,10,8,0,7,6,4,4,5,15,5,4,4,0,0,5,6,2,6,5,24,17,46,158,20,1,0,6,1,35,59,1,1,12,46,8,17,0,3,6,6,1,0,0
Israel,2013,2012,2009,4,4/2013 - 3/2014,Global,MNA,483,"Central (77), Haifa And The North (138), Jerusalem And The South (155), Tel Aviv (113)","Food (102), Other Manufacturing (99), Other Services (162), Retail (120)",102,0,1,2,4,3,3,1,5,0,15,0,6,4,2,10,6,10,9,2,1,9,6,0,0,41,0,14,64,120,3,1,0,13,1,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0
Israel,2024,2023,2021,3,08/2024-12/2024,Global,MNA,388,"Haifa and the North (128), Jerusalem and the South (140), Tel Aviv and Central (120)","Manufacturing (128), Other Services (131), Retail (129)",42,3,0,2,4,1,1,2,2,0,12,7,3,2,0,16,11,3,3,1,0,5,5,3,15,7,13,8,25,129,5,1,0,2,0,1,7,1,0,4,14,6,12,0,0,0,1,7,2,0
Italy,2019,2018,2016,5,11/2018 - 10/2019,Global,ECA,760,"Center (151), Islands (149), Northeast (149), Northwest (163), South (148)","Fabricated Metal Products (111), Food (112), Machinery & Equipment (108), Other Manufacturing (130), Other Services (172), Retail (127)",112,0,1,7,11,9,8,2,12,0,13,0,8,5,9,111,5,7,108,6,3,14,10,0,0,35,0,21,35,127,13,0,0,6,0,45,0,17,0,0,0,0,0,0,0,0,0,0,0,0
Italy,2024,2022/2023/2024,2020/2021/2022,10,01/2024-12/2024,Global,ECA,1216,"Campania, Basilicata, Calabria (120), Emilia Romagna (121), Lazio (120), Lombardia (120), Marche, Umbria, Abruzzo (119), Molise, Puglia (121), Piemonte, Valle d'Aosta e Liguria (123), Sardegna, Sicilia (120), Toscana (120), Veneto, Trentino e Friuli Venezia Giulia  (132)","Construction (141), Food (128), Garments (103), Hotels (103), Machinery & Equipment (114), Other Manufacturing (239), Other Services (293), Retail (95)",128,6,0,9,103,12,7,8,5,2,9,5,15,16,9,70,5,13,114,10,3,16,8,11,48,23,70,22,49,95,82,2,0,19,0,103,25,4,2,39,3,9,12,4,9,9,0,0,3,0
Jamaica,2010,2009,2007,2,4/2011 - 7/2011,Global,LAC,376,"Kingston (277), Rest of the country (99)","Manufacturing (121), Other Services (129), Retail (126)",38,0,0,0,10,1,3,6,19,1,5,0,4,8,0,3,0,3,2,1,0,16,1,0,0,12,0,34,23,126,6,0,0,12,6,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,2024,2022/2023/2024/2025,2020/2021/2022/2023,2,6/2023-03/2025,Global,LAC,215,"Kingston (114), Rest of the country (101)","Manufacturing (53), Other Services (85), Retail (77)",19,3,0,1,0,0,2,0,5,0,3,0,2,5,1,2,1,1,0,0,0,7,1,0,6,0,8,8,23,77,3,0,0,3,0,6,9,1,2,5,2,2,1,0,0,4,0,2,0,0
Jordan,2006,2005,2002,3,1/2006 - 12/2006,Not Global,MNA,503,"Al-Zarqa (97), Amman (242), Irbid (164)",Entire Sector (503),2,0,1,5,0,1,30,13,13,33,6,0,21,2,5,9,8,10,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,339
Jordan,2013,2012,2009,5,5/2013 - 1/2014,Global,MNA,573,"Amman (274), Aqaba (52), Balqa (51), Irbid (97), Zarqa (99)","Food (88), Garments (66), Other Manufacturing (181), Other Services (132), Retail (106)",88,0,8,9,66,4,7,4,12,0,49,0,12,20,8,19,0,4,9,2,1,11,2,0,0,18,0,19,38,106,9,2,0,17,3,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Jordan,2019,2018,2016,5,5/2019 - 11/2019,Global,MNA,601,"Amman (230), Irbid (108), North & Central (45), South (115), Zarqa (103)","Food (89), Garments (64), Other Manufacturing (138), Other Services (226), Retail (84)",89,0,1,7,64,4,6,5,11,0,29,0,14,14,8,18,1,4,6,2,0,6,2,0,0,124,0,6,34,84,13,0,0,2,0,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,2024,2023,2021,4,03/2024-12/2024,Global,MNA,592,"Amman (233), Irbid, North and Central (164), South (108), Zarqa (87)","Food (121), Other Manufacturing (154), Other Services (222), Retail (95)",121,5,2,4,18,2,1,7,5,0,30,2,23,7,3,18,0,8,2,3,1,4,8,1,15,3,5,6,83,95,10,0,0,9,0,14,33,0,2,17,0,2,1,0,4,3,0,14,1,0
Kazakhstan,2002,2001,1998/1999,1,,Not Global,,183,Kazakhstan (183),"Manufacturing (48), Services (135)",13,0,0,4,4,0,0,2,7,0,2,0,0,4,0,4,1,0,3,2,1,0,1,0,0,47,0,3,33,27,5,0,1,7,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,2005,2004,2002,5,,Not Global,,441,"Center (18), East (17), North (181), South (221), West (4)","Manufacturing (301), Services (140)",159,0,0,3,38,0,2,2,7,0,1,0,2,4,0,26,1,2,52,0,0,2,0,0,0,53,0,7,21,36,6,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,2009,2007,2004,5,9/2008 - 1/2009,Global,ECA,544,"Central (61), East (104), North (132), South (148), West (99)","Manufacturing (184), Other Services (194), Retail (166)",51,0,0,5,16,1,6,4,13,1,7,0,7,17,3,17,1,12,11,0,3,9,0,0,0,68,0,11,67,166,13,0,0,11,2,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,2013,2011,2009,5,7/2012 - 12/2013,Global,ECA,600,"Center (68), East (71), North (164), South (204), West (93)","Manufacturing (202), Other Services (202), Retail (196)",37,0,0,2,10,0,5,1,19,0,7,0,15,30,2,14,2,9,23,2,2,16,6,0,0,70,0,17,80,196,10,0,0,12,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,2019,2018,2016,11,1/2019 - 10/2019,Global,ECA,1446,"Akmola Region (117), Aktobe Region (120), Almaty (168), Almaty Region (118), Atyrau Region (118), East Kazakhstan (119), Karaganda Region (121), Kostanay North Kazakhstan And Pavlodar (120), Kyzylorda Region, South Kazakhstan, Jambyl (167), Mangystau And West Kazakhstan (119), Nur-Sultan (159)","Fabricated Metal Products (146), Food (221), Garments (74), Machinery & Equipment (70), Non-Metallic Mineral Products (169), Other Manufacturing (246), Other Services (340), Retail (180)",221,0,0,16,74,4,16,8,35,7,23,0,60,169,9,146,0,18,70,6,8,27,8,1,0,100,0,23,109,180,27,0,0,20,5,34,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,2024,2023,2021,7,01/2024-10/2024,Global,ECA,1013,"Almaty (159), Astana (167), Center (135), East (122), North (134), South (147), West (149)","Construction (138), Food (125), Garments (84), Non-Metallic Mineral Products (118), Other Manufacturing (199), Other Services (236), Retail (113)",125,5,0,35,84,3,3,8,5,2,14,2,15,118,7,36,1,7,11,2,0,8,6,29,50,23,65,9,123,113,6,0,0,27,3,11,9,3,2,11,2,1,6,1,3,7,0,4,8,0
Kenya,2007,2006,2003,4,5/2007 - 7/2007,Global,AFR,657,"Kisumu (86), Mombasa (87), Nairobi (402), Nakuru (82)","Food (110), Garments (81), Other Manufacturing (205), Other Services (135), Retail (126)",110,0,0,30,81,6,10,7,17,0,26,0,20,12,4,26,0,3,7,11,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
Kenya,2013,2012,2010,5,1/2013 - 9/2014,Global,AFR,781,"Central (98), Mombasa (144), Nairobi (349), Nakuru (92), Nyanza (98)","Chemicals, Plastics & Rubber (48), Food (163), Other Manufacturing (153), Other Services (201), Retail (166), Textiles & Garments (50)",163,0,0,38,12,8,8,7,14,5,37,0,11,12,11,16,1,10,21,15,6,15,2,2,0,6,0,35,55,166,14,1,4,15,1,58,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,2018,2017,2015,10,05/2018 - 01/2019 ,Global,AFR,1001,"Kiambu (106), Kilifi (70), Kirinyaga (74), Kisumu (73), Machakos (69), Mombasa (94), Nairobi (305), Nakuru (100), Trans Nzoia (40), Uasin Gishu (70)","Chemicals, Plastics & Rubber (88), Food (143), Hospitality & Tourism (160), Other Manufacturing (166), Other Services (196), Retail (190), Textiles & Garments (58)",143,0,0,26,32,10,9,13,14,0,49,0,39,23,4,22,0,9,8,12,0,38,4,0,0,49,0,64,54,190,12,3,0,11,1,149,0,13,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Rep.",2005,2004,2002,1,,Not Global,,598,Korea Republic (598),"Manufacturing (215), Services (383)",16,0,1,23,12,5,2,6,10,0,13,0,3,9,5,17,12,15,27,7,2,23,3,4,0,62,0,19,61,58,10,4,0,10,11,67,0,9,0,0,0,0,0,0,0,0,0,0,0,72
"Korea, Rep.",2024,2022/2023/2024,2020/2021/2022,10,ˇ05/2024-01/2025,Global,EAP,1518,"Busan (128), Chungcheongbuk-do (North Chungcheong), Chungcheongnam-do (South Chungcheong), Sejong, Daejeon (121), Gangwon (99), Gyeonggi (259), Gyeongsangbuk-do (North Gyeongsang), Daegu (183), Gyeongsangnam-do (South Gyeongsang), Ulsan (145), Incheon (160), Jeju (71), Jeollanam-do (South Jeolla), Jeollabuk-do (North Jeolla), Gwangju (143), Seoul (209)","Construction (145), Electronics (97), Fabricated Metal Products (91), Food (130), Machinery & Equipment (95), Motor Vehicles (185), Other Manufacturing (275), Other Services (220), Professional Activities (146), Retail (134)",130,0,0,7,4,3,2,8,7,1,25,5,22,25,21,91,97,42,95,185,15,9,76,3,43,48,54,11,66,134,41,6,1,12,5,12,26,7,6,21,31,33,44,2,2,30,4,4,2,0
Kosovo,2009,2007,2004,7,10/2008 - 2/2009,Global,ECA,270,"Dakovica (63), Gnjilane (10), Kosovska Mitrovica (12), Pec (31), Pristina (91), Prizren (38), Urosevac (25)","Manufacturing (103), Other Services (104), Retail (63)",31,0,1,4,0,2,7,5,2,0,5,0,10,12,0,8,0,1,1,1,1,9,2,1,0,35,0,3,30,63,10,0,3,0,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,2013,2011,2009,7,1/2013 - 11/2013,Global,ECA,202,"Ferizaj (24), Gnjilane (19), Kosovska Mitrovica/Mitrovicâ (15), Pe?/Pejâ (14), Pristina/Prishtina (82), Prizreni (29), ?akovica (19)","Manufacturing (73), Other Services (94), Retail (35)",14,0,0,1,5,0,3,2,4,0,5,0,5,10,1,9,0,1,2,0,0,8,1,0,0,14,0,12,26,34,18,0,0,3,1,15,0,3,0,0,0,0,0,0,0,0,0,0,0,5
Kosovo,2019,2018,2016,2,12/2018 - 10/2019,Global,ECA,271,"Eastern Kosovo (155), Western Kosovo (116)","Manufacturing (148), Services (123)",31,0,0,4,10,1,7,6,1,3,2,0,19,34,0,9,0,3,4,0,0,14,0,0,0,11,0,7,33,28,12,0,0,2,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyz Republic,2002,2001,1998/1999,1,,Not Global,,120,Kyrgyz Republic (120),"Manufacturing (45), Services (75)",22,0,2,5,3,0,0,0,3,0,1,0,0,1,0,2,0,1,2,1,0,2,0,0,0,19,0,8,21,12,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyz Republic,2003,2002,,1,,Not Global,,102,Kyrgyz Republic (102),Manufacturing (102),47,0,0,8,23,1,2,1,1,0,3,0,5,4,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyz Republic,2005,2004,2002,4,,Not Global,,150,"Chui Region (77), Issyk ? Kul Region (23), Jalalabad Region (20), Osh Region (30)","Manufacturing (55), Services (95)",26,0,1,6,0,0,1,0,5,0,0,0,2,4,2,2,0,4,0,1,0,1,0,0,0,22,0,7,17,28,5,0,0,3,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyz Republic,2009,2007,2004,5,9/2008 - 3/2009,Global,ECA,235,"Bishkek (103), Chui Oblast (15), Issyk-Kul Oblast (29), Jalalabad (55), Osh Oblast (33)","Manufacturing (94), Other Services (88), Retail (53)",33,0,1,11,3,0,0,0,12,1,4,0,4,7,2,1,0,5,3,1,0,4,0,1,0,29,0,9,18,53,13,0,1,3,4,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1
Kyrgyz Republic,2013,2011,2009,5,7/2012 - 12/2013,Global,ECA,270,"Bishkek  (126), Chui And Talas (46), Issyk - Kul (24), Naryn  (11), South (63)","Manufacturing (104), Other Services (121), Retail (45)",28,0,0,6,3,1,1,1,17,1,5,0,6,15,0,6,0,2,5,1,0,5,1,0,0,42,0,3,32,45,8,0,0,10,3,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyz Republic,2019,2018,2016,3,12/2018 - 7/2019,Global,ECA,360,"Bishkek (149), Chui, Jalalabad, Issyk-Kul (112), Talas, Naryn, Osh, Batken (99)","Manufacturing (147), Other Services (120), Retail (93)",49,0,1,6,7,2,1,1,12,1,7,0,4,34,2,12,0,2,2,1,0,2,1,0,0,22,0,8,32,93,14,1,5,13,6,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyz Republic,2023,2022,2020,3,04/2023 - 10/2023,Global,ECA,354,"Bishkek (164), Chui, Jalalabad, Issyk-Kul (96), Talas, Naryn, Osh, Batken (94)","Manufacturing (155), Other Services (165), Retail (34)",29,11,1,11,7,2,1,3,7,2,3,4,10,38,5,1,0,3,1,2,0,11,1,2,14,4,12,6,44,34,13,0,2,11,1,15,2,5,5,3,7,1,7,0,1,8,0,3,1,0
Lao PDR,2009,2008,2006,4,4/2009 - 7/2009,Global,EAP,360,"Champasack (44), Luang Prabang (40), Savannakhet (70), Vientiane (206)","Manufacturing (147), Other Services (116), Retail (97)",15,0,0,9,51,0,28,4,4,0,4,0,8,7,1,2,1,1,0,3,2,6,1,0,0,13,0,22,16,97,2,0,0,5,1,54,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Lao PDR,2012,2011,2009,6,5/2012 - 10/2012,Global,EAP,270,"Champasak (25), Khammouane (45), Luang Namtha (27), Luang Prabang (32), Savannakhet (36), Vte Capital (105)","Manufacturing (96), Other Services (116), Retail (58)",12,0,0,4,26,0,17,1,5,0,1,0,5,12,2,0,0,1,0,2,0,8,0,0,0,43,0,11,15,58,4,0,0,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lao PDR,2016,2015,2013,4,01/2016 - 06/2016,Global,EAP,368,"Central (82), North (70), South (65), Vientiane (151)","Manufacturing (110), Other Services (151), Retail (107)",20,0,0,8,18,2,23,0,3,4,6,0,3,3,2,4,0,1,8,0,0,5,0,0,0,12,0,27,30,107,7,0,0,0,0,70,0,5,0,0,0,0,0,0,0,0,0,0,0,0
